raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Available at: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).,other,"{'authors': ['Scientific Advisory Committee on Nutrition'], 'year': '2016', 'title': 'Vitamin D and health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf', 'accessed_date': '25 July 2025', 'reference_type': 'other'}",['url_without_doi'],SCIENTIFIC ADVISORY COMMITTEE ON NUTRITION (2016) VITAMIN D AND HEALTH. AVAILABLE AT: HTTPS://ASSETS.PUBLISHING.SERVICE.GOV.UK/GOVERNMENT/UPLOADS/SYSTEM/UPLOADS/ATTACHMENT_DATA/FILE/537616/SACN_VITAMIN_D_AND_HEALTH_REPORT.PDF (ACCESSED: 25 JULY 2025).
"Howard, D. et al (2018) 'A low-cost multi-modal sensor network for the monitoring of honeybee colonies/hives' |Intelligent Environments 2018. Amsterdam, Netherlands 2018. Available at: https://eprints.kingston.ac.uk/id/eprint/41328.",conference,"{'authors': ['Howard', 'D. et al'], 'year': '2018', 'title': ""'A low-cost multi-modal sensor network for the monitoring of honeybee colonies/hives' |Intelligent Environments 2018"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://eprints.kingston.ac.uk/id/eprint/41328.', 'accessed_date': '', 'reference_type': 'conference'}","['missing_access_date', 'url_without_doi']","HOWARD, D. ET AL (2018) 'A LOW-COST MULTI-MODAL SENSOR NETWORK FOR THE MONITORING OF HONEYBEE COLONIES/HIVES' |INTELLIGENT ENVIRONMENTS 2018. AMSTERDAM, NETHERLANDS 2018. AVAILABLE AT: HTTPS://EPRINTS.KINGSTON.AC.UK/ID/EPRINT/41328."
"Grayling, A. and Ball, B. (2024) 'Philosophy is crucial in the age of AI', The Conversation, 1 August. Available at https://theconversation.com/philosophy-is-crucial-in-the-age-of-ai-2359… (Accessed: 1 August 2024).",website,"{'authors': ['Grayling', 'A.', 'Ball', 'B.'], 'year': '2024', 'title': ""'Philosophy is crucial in the age of AI', The Conversation, 1 August"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://theconversation.com/philosophy-is-crucial-in-the-age-of-ai-2359…', 'accessed_date': '1 August 2024', 'reference_type': 'website'}",['url_without_doi'],"Grayling, A and Ball, B (2024) 'Philosophy is crucial in the age of AI', The Conversation, 1 August Available at https://theconversationcom/philosophy-is-crucial-in-the-age-of-ai-2359… (Accessed: 1 August 2024)"
MathWorks (2016) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).,ebook,"{'authors': ['MathWorks'], 'year': '2016', 'title': 'Introduction to Machine Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf', 'accessed_date': '20 June 2020', 'reference_type': 'ebook'}",['url_without_doi'],MathWorks (2016) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).
"Kulyukin, V., Mukherjee, S. and Amlathe, P. (2018) 'Toward audio beehive monitoring: deep learning vs. standard machine learning in classifying beehive audio samples', Applied Sciences, 8(9), pp.1573.",journal,"{'authors': ['Kulyukin', 'V.', 'Mukherjee', 'S.', 'Amlathe', 'P.'], 'year': '2018', 'title': ""'Toward audio beehive monitoring: deep learning vs"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"KULYUKIN, V., MUKHERJEE, S. AND AMLATHE, P. (2018) 'TOWARD AUDIO BEEHIVE MONITORING: DEEP LEARNING VS. STANDARD MACHINE LEARNING IN CLASSIFYING BEEHIVE AUDIO SAMPLES', APPLIED SCIENCES, 8(9), PP.1573."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics & adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Graham, K. (2020) 'The biggest tree and the smallest axe', The Guardian, 31 August, pp.21-22.",newspaper,"{'authors': ['Graham', 'K.'], 'year': '2020', 'title': ""'The biggest tree and the smallest axe', The Guardian, 31 August, pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"Graham, K (2020) 'The biggest tree and the smallest axe', The Guardian, 31 August, pp21-22"
"Gursimran, K. and Neha, M. (2015) 'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp.12-14.",journal,"{'authors': ['Gursimran', 'K.', 'Neha', 'M.'], 'year': '2015', 'title': ""'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Gursimran, K. and Neha, M. (n.d.) 'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp.12-14."
"Graham, K. (2020) 'The biggest tree and the smallest axe', The Guardian, 31 August, pp.21-22.",newspaper,"{'authors': ['Graham', 'K.'], 'year': '2020', 'title': ""'The biggest tree and the smallest axe', The Guardian, 31 August, pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"GRAHAM, K. (2020) 'THE BIGGEST TREE AND THE SMALLEST AXE', THE GUARDIAN, 31 AUGUST, PP.21-22."
National Geographic (2024) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).,website,"{'authors': ['National Geographic'], 'year': '2024', 'title': 'Honeybee', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee', 'accessed_date': '20 August 2020', 'reference_type': 'website'}",['url_without_doi'],National Geographic (n.d.) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp1-4"
"Bernard, É (2021) Introduction to machine learning. Champaign: Wolfram Media, Inc.",book,"{'authors': ['Bernard', 'É'], 'year': '2021', 'title': 'Introduction to machine learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bernard, É (2021) Introduction to machine learning. Champaign: Wolfram Media, Inc."
"Delaplane, K.S. and Mayer, D.F. (2000) Crop pollination by bees. 1st edn. Wallingford, UK: CABI Publishing.",book,"{'authors': ['Delaplane', 'K.S.', 'Mayer', 'D.F.'], 'year': '2000', 'title': 'Crop pollination by bees', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Delaplane, K.S. & Mayer, D.F. (2000) Crop pollination by bees. 1st edn. Wallingford, UK: CABI Publishing."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics & adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Fürst, M.A. et al. (2014) 'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp.364-366.",journal,"{'authors': ['Fürst', 'M.A. et al.'], 'year': '2014', 'title': ""'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Fürst, MA et al (2014) 'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp364-366"
RSPCA (2024) Caring for cats and kittens. Available at: https://www.rspca.org.uk/adviceandwelfare/pets/cats (Accessed: 1 August 2024) – website,unknown,"{'authors': ['RSPCA'], 'year': '2024', 'title': 'Caring for cats and kittens', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.rspca.org.uk/adviceandwelfare/pets/cats', 'accessed_date': '1 August 2024', 'reference_type': 'unknown'}",['url_without_doi'],RSPCA (2024) Caring for cats and kittens. Retrieved from: https://www.rspca.org.uk/adviceandwelfare/pets/cats (Accessed: 1 August 2024) – website
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
Statistics.com (2018) Convolution and Tensor. Available at: https://www.statistics.com/05-08-2018-convolution-and-tensor/(Accessed: 17 March 2022).,website,"{'authors': ['Statistics.com'], 'year': '2018', 'title': 'Convolution and Tensor', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.statistics.com/05-08-2018-convolution-and-tensor/(Accessed:', 'accessed_date': '17 March 2022', 'reference_type': 'website'}",['url_without_doi'],Statisticscom (2018) Convolution and Tensor Available at: https://wwwstatisticscom/05-08-2018-convolution-and-tensor/(Accessed: 17 March 2022)
"Uthoff, C., Homsi, M.N. and von Bergen, M. (2023) 'Acoustic and vibration monitoring of honeybee colonies for beekeeping-relevant aspects of the presence of queen bee and swarming', Computers and Electronics in Agriculture, 205 pp.107589.",journal,"{'authors': ['Uthoff', 'C.', 'Homsi', 'M.N.', 'von Bergen', 'M.'], 'year': '2023', 'title': ""'Acoustic and vibration monitoring of honeybee colonies for beekeeping-relevant aspects of the presence of queen bee and swarming', Computers and Electronics in Agriculture, 205 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"UTHOFF, C., HOMSI, M.N. AND VON BERGEN, M. (2023) 'ACOUSTIC AND VIBRATION MONITORING OF HONEYBEE COLONIES FOR BEEKEEPING-RELEVANT ASPECTS OF THE PRESENCE OF QUEEN BEE AND SWARMING', COMPUTERS AND ELECTRONICS IN AGRICULTURE, 205 PP.107589."
"Moise, L., Gutiérrez, A.H., Khan, S., Tan, S., Ardito, M., Martin, W.D. & De Groot, A.S. (2020) 'New immunoinformatics tools for swine: designing epitope-driven vaccines, predicting vaccine efficacy, and making vaccines on demand', Frontiers in Immunology, 11, article number 563362.",journal,"{'authors': ['Moise', 'L.', 'Gutiérrez', 'A.H.', 'Khan', 'S.', 'Tan', 'S.', 'Ardito', 'M.', 'Martin', 'W.D. & De Groot', 'A.S.'], 'year': '2020', 'title': ""'New immunoinformatics tools for swine: designing epitope-driven vaccines, predicting vaccine efficacy, and making vaccines on demand', Frontiers in Immunology, 11, article number 563362"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",['missing_pages'],"Moise, L., Gutiérrez, A.H., Khan, S., Tan, S., Ardito, M., Martin, W.D. & De Groot, A.S. (n.d.) 'New immunoinformatics tools for swine: designing epitope-driven vaccines, predicting vaccine efficacy, and making vaccines on demand', Frontiers in Immunology, 11, article number 563362."
"Vetterli, M., Kovaˇcevi´c, J., and Goyal, K.V. (2014) Foundations of signal processing. 1st edn. Cambridge: Cambridge University Press.",book,"{'authors': ['Vetterli', 'M.', 'Kovaˇcevi´c', 'J.', '', 'Goyal', 'K.V.'], 'year': '2014', 'title': 'Foundations of signal processing', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"VETTERLI, M., KOVAˇCEVI´C, J., AND GOYAL, K.V. (2014) FOUNDATIONS OF SIGNAL PROCESSING. 1ST EDN. CAMBRIDGE: CAMBRIDGE UNIVERSITY PRESS."
"Mansell, W. and Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5.",newspaper,"{'authors': ['Mansell', 'W.', 'Bloom', 'A.'], 'year': '2012', 'title': '‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"Mansell, W. & Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5."
"Prior, H. (2020) Away with the penguins. Available at: https://www.amazon.co.uk/Away-Penguins-Hazel-Prior-ebook (Accessed: 20 July 2025).",book,"{'authors': ['Prior', 'H.'], 'year': '2020', 'title': 'Away with the penguins', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.amazon.co.uk/Away-Penguins-Hazel-Prior-ebook', 'accessed_date': '20 July 2025', 'reference_type': 'book'}",['url_without_doi'],"Prior, H (2020) Away with the penguins Available at: https://wwwamazoncouk/Away-Penguins-Hazel-Prior-ebook (Accessed: 20 July 2025)"
"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025).",website,"{'authors': ['Rietdorf', 'K.', 'Bootman', 'M.'], 'year': '2024', 'title': 'Topic 3: rare diseases', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"RIETDORF, K. AND BOOTMAN, M. (2024) 'TOPIC 3: RARE DISEASES'. S290: INVESTIGATING HUMAN HEALTH AND DISEASE. AVAILABLE AT: HTTPS://LEARN2.OPEN.AC.UK/MOD/OUCONTENT/VIEW.PHP?ID=2332940 (ACCESSED: 24 JANUARY 2025)."
