raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Schmidhuber, J. (2022) Annotated history of modern AI and deep learning.Available at: https://search.proquest.com/docview/2757227049 (Accessed:",website,"{'authors': ['Schmidhuber', 'J.'], 'year': '2022', 'title': 'Annotated history of modern AI and deep learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://search.proquest.com/docview/2757227049', 'accessed_date': '', 'reference_type': 'website'}",['url_without_doi'],"Schmidhuber, J. (2022) Annotated history of modern AI and deep learning.Retrieved from: https://search.proquest.com/docview/2757227049 (Accessed:"
"Kitton, J. (2013) Golden sunset. Available at: https://www.jameskittophotography.co.uk/photo_8692150.html (Accessed: 21 November 2021).",image,"{'authors': ['Kitton', 'J.'], 'year': '2013', 'title': 'Golden sunset', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.jameskittophotography.co.uk/photo_8692150.html', 'accessed_date': '21 November 2021', 'reference_type': 'image'}",['url_without_doi'],"KITTON, J. (2013) GOLDEN SUNSET. AVAILABLE AT: HTTPS://WWW.JAMESKITTOPHOTOGRAPHY.CO.UK/PHOTO_8692150.HTML (ACCESSED: 21 NOVEMBER 2021)."
"Frazier, D.R. (2016) The Colosseum in Rome, Italy [Photograph]. Available at: https://quest-eb-com.libezproxy.open.ac.uk/images/search/colosseum/deta… (Accessed: 1 September 2025).",image,"{'authors': ['Frazier', 'D.R.'], 'year': '2016', 'title': 'The Colosseum in Rome, Italy [Photograph]', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://quest-eb-com.libezproxy.open.ac.uk/images/search/colosseum/deta…', 'accessed_date': '1 September 2025', 'reference_type': 'image'}",['url_without_doi'],"Frazier, D.R. (2016) The Colosseum in Rome, Italy [Photograph]. Available at: https://quest-eb-com.libezproxy.open.ac.uk/images/search/colosseum/deta… (Accessed: 1 September 2025)."
"Peng, C.J., Lee, K.L. and Ingersoll, G.M. (2002) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp.3-14.",journal,"{'authors': ['Peng', 'C.J.', 'Lee', 'K.L.', 'Ingersoll', 'G.M.'], 'year': '2002', 'title': ""'An introduction to logistic regression analysis and reporting', Null, 96(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Peng, CJ, Lee, KL and Ingersoll, GM (2002) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp3-14"
"Zheng, F., Zhang, G. and Song, Z. (2001a) 'Comparison of different implementations of MFCC', Journal of Computer Science and Technology, 16(6), pp.582-589.",journal,"{'authors': ['Zheng', 'F.', 'Zhang', 'G.', 'Song', 'Z.'], 'year': '2001a', 'title': ""'Comparison of different implementations of MFCC', Journal of Computer Science and Technology, 16(6), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Zheng, F, Zhang, G and Song, Z (2001a) 'Comparison of different implementations of MFCC', Journal of Computer Science and Technology, 16(6), pp582-589"
MathWorks (2016) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).,ebook,"{'authors': ['MathWorks'], 'year': '2016', 'title': 'Introduction to Machine Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf', 'accessed_date': '20 June 2020', 'reference_type': 'ebook'}",['url_without_doi'],MathWorks (2016) Introduction to Machine Learning. Retrieved from: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).
"Martin, K. (2019) The queen of hearts. New York: Berkley.",book,"{'authors': ['Martin', 'K.'], 'year': '2019', 'title': 'The queen of hearts', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Martin, K. (n.d.) The queen of hearts. New York: Berkley."
"Mahajan, Y. et al. (2023) NeuralBee - A Beehive Health Monitoring System, pp. 84.",unknown,"{'authors': ['Mahajan', 'Y. et al.'], 'year': '2023', 'title': 'NeuralBee - A Beehive Health Monitoring System, pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"MAHAJAN, Y. ET AL. (2023) NEURALBEE - A BEEHIVE HEALTH MONITORING SYSTEM, PP. 84."
"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69.",journal,"{'authors': ['Smith', 'B.P.', 'Brier', 'M.E.'], 'year': '1996', 'title': ""'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69."
"Robinson, J. (2007) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021).",website,"{'authors': ['Robinson', 'J.'], 'year': '2007', 'title': 'Social variation across the UK', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bl.uk/british-accents-and-dialects/articles/social-variatio…', 'accessed_date': '21 November 2021', 'reference_type': 'website'}",['url_without_doi'],"Robinson, J. (n.d.) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021)."
Dundalk Institute of Technology. (2012). Whitaker Theatre [image online]. Available from: https://www.dkit.ie/about [accessed 5 July 2014].,image,"{'authors': ['Dundalk Institute of Technology.'], 'year': '2012', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.dkit.ie/about', 'accessed_date': '', 'reference_type': 'image'}",['url_without_doi'],DUNDALK INSTITUTE OF TECHNOLOGY. (2012). WHITAKER THEATRE [IMAGE ONLINE]. AVAILABLE FROM: HTTPS://WWW.DKIT.IE/ABOUT [ACCESSED 5 JULY 2014].
"Vetterli, M., Kovaˇcevi´c, J., and Goyal, K.V. (2014) Foundations of signal processing. 1st edn. Cambridge: Cambridge University Press.",book,"{'authors': ['Vetterli', 'M.', 'Kovaˇcevi´c', 'J.', '', 'Goyal', 'K.V.'], 'year': '2014', 'title': 'Foundations of signal processing', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"VETTERLI, M., KOVAˇCEVI´C, J., AND GOYAL, K.V. (2014) FOUNDATIONS OF SIGNAL PROCESSING. 1ST EDN. CAMBRIDGE: CAMBRIDGE UNIVERSITY PRESS."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Retrieved from: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Free, J.B. (1977) The social organization of honeybees. London: Arnold.",book,"{'authors': ['Free', 'J.B.'], 'year': '1977', 'title': 'The social organization of honeybees', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Free, J.B. (1977) The social organization of honeybees. London: Arnold."
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp1-4"
"Prior, H. (2020) Away with the penguins. Available at: https://www.amazon.co.uk/Away-Penguins-Hazel-Prior-ebook (Accessed: 20 July 2025).",book,"{'authors': ['Prior', 'H.'], 'year': '2020', 'title': 'Away with the penguins', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.amazon.co.uk/Away-Penguins-Hazel-Prior-ebook', 'accessed_date': '20 July 2025', 'reference_type': 'book'}",['url_without_doi'],"Prior, H (2020) Away with the penguins Available at: https://wwwamazoncouk/Away-Penguins-Hazel-Prior-ebook (Accessed: 20 July 2025)"
"Davis, I. and Cullum-Kenyon, R. (2018) The BBKA guide to beekeeping. 2nd edn. London: Bloomsbury Wildlife.",book,"{'authors': ['Davis', 'I.', 'Cullum-Kenyon', 'R.'], 'year': '2018', 'title': 'The BBKA guide to beekeeping', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Davis, I. and Cullum-Kenyon, R. (2018) The BBKA guide to beekeeping. 2nd edn. London: Bloomsbury Wildlife."
"Morales, M. M. et al. (2020a) 'Distribution of chemical residues in the beehive compartments and their transfer to the honeybee brood', Science of the Total Environment, 710 pp.136288. -",journal,"{'authors': ['Morales', 'M. M. et al.'], 'year': '2020a', 'title': ""'Distribution of chemical residues in the beehive compartments and their transfer to the honeybee brood', Science of the Total Environment, 710 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Morales, M. M. et al. (2020a) 'Distribution of chemical residues in the beehive compartments and their transfer to the honeybee brood', Science of the Total Environment, 710 pp.136288. -"
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
MathWorks (2016) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).,ebook,"{'authors': ['MathWorks'], 'year': '2016', 'title': 'Introduction to Machine Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf', 'accessed_date': '20 June 2020', 'reference_type': 'ebook'}",['url_without_doi'],MATHWORKS (2016) INTRODUCTION TO MACHINE LEARNING. AVAILABLE AT: HTTPS://WWW.MATHWORKS.COM/CONTENT/DAM/MATHWORKS/TAG-TEAM/OBJECTS/I/88174_92991V00_MACHINE_LEARNING_SECTION1_EBOOK.PDF (ACCESSED: 20 JUNE 2020).
"Fürst, M.A. et al. (2014) 'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp.364-366.",journal,"{'authors': ['Fürst', 'M.A. et al.'], 'year': '2014', 'title': ""'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Fürst, M.A. et al. (2014) 'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp.364-366."
"Nasta, S. and Stein, M.U. (eds) (2020) The Cambridge history of Black and Asian British writing. Cambridge University Press.",book,"{'authors': ['Nasta', 'S.', 'Stein', 'M.U. (eds)'], 'year': '2020', 'title': '(2020) The Cambridge history of Black and Asian British writing', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Nasta, S. and Stein, M.U. (eds) (2020) The Cambridge history of Black and Asian British writing. Cambridge University Press."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Kumar, S.S. (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524.",journal,"{'authors': ['Kumar', 'S.S.'], 'year': '2018', 'title': ""'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Kumar, S.S. (n.d.) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524."
"Kitton, J. (2013) Golden sunset. Available at: https://www.jameskittophotography.co.uk/photo_8692150.html (Accessed: 21 November 2021).",image,"{'authors': ['Kitton', 'J.'], 'year': '2013', 'title': 'Golden sunset', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.jameskittophotography.co.uk/photo_8692150.html', 'accessed_date': '21 November 2021', 'reference_type': 'image'}",['url_without_doi'],"Kitton, J (2013) Golden sunset Available at: https://wwwjameskittophotographycouk/photo_8692150html (Accessed: 21 November 2021)"
"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025).",website,"{'authors': ['Rietdorf', 'K.', 'Bootman', 'M.'], 'year': '2024', 'title': 'Topic 3: rare diseases', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"RIETDORF, K. AND BOOTMAN, M. (2024) 'TOPIC 3: RARE DISEASES'. S290: INVESTIGATING HUMAN HEALTH AND DISEASE. AVAILABLE AT: HTTPS://LEARN2.OPEN.AC.UK/MOD/OUCONTENT/VIEW.PHP?ID=2332940 (ACCESSED: 24 JANUARY 2025)."
